graph_id,node_id,node_name,node_category,node_text,predicted_ra_id,predicted_ra_name,predicted_score,ground_truth_ra_names,correct,top_k_matches
AADL-SmartParkingApplication_InformationServiceProvider_ISP_impl_1.aaxl2,comp_collection,collection,memory,collection category memory classifier github aadl-smart parking application information service provider aadl information service provider data collection,comp.data,Data_Management_Layer,0.10333173936053736,Data_Management_Layer|Data_Management_Layer|Data_Management_Layer|Data_Management_Layer,1,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.10333173936053736}]"
AADL-SmartParkingApplication_RSE_RSEOwner_impl_1.aaxl2,comp_rse_electric_charge_support_provider,RSE_ElectricChargeSupportProvider,process,rse electric charge support provider category process classifier github aadl-smart parking application rse aadl rse rse electric charge support provider ports rse ecsp data in rse ecsp data out,comp.data,Data_Management_Layer,0.10338689025498572,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.10338689025498572}]"
AADL-SmartParkingApplication_RSE_RSEOwner_impl_1.aaxl2,comp_rse_workzone_safety_provider,RSE_WorkzoneSafetyProvider,process,rse workzone safety provider category process classifier github aadl-smart parking application rse aadl rse rse workzone safety provider ports rse wsp data in rse wsp data out,comp.data,Data_Management_Layer,0.09125703515158981,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.09125703515158981}]"
AADL-SmartParkingApplication_RSE_RSEOwner_impl_1.aaxl2,comp_rse_travel_information_communication_provider,RSE_TravelInformationCommunicationProvider,process,rse travel information communication provider category process classifier github aadl-smart parking application rse aadl rse rse travel information communication provider ports rse ticp data in rse ticp data out,comp.data,Data_Management_Layer,0.08840446988703285,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.08840446988703285}]"
AADL-SmartParkingApplication_RSE_RSEOwner_impl_1.aaxl2,comp_rse_traffic_metering_provider,RSE_TrafficMeteringProvider,process,rse traffic metering provider category process classifier github aadl-smart parking application rse aadl rse rse traffic metering provider ports rse tmp data in rse tmp data out,comp.data,Data_Management_Layer,0.09125703515158981,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.09125703515158981}]"
AADL-SmartParkingApplication_RSE_RSEOwner_impl_1.aaxl2,comp_rse_speed_management_provider,RSE_SpeedManagementProvider,process,rse speed management provider category process classifier github aadl-smart parking application rse aadl rse rse speed management provider ports rse smp data in rse smp data out,comp.data,Data_Management_Layer,0.10747058364225599,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.10747058364225599}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports signal in signal2 in signal3 in,comp.presentation,Presentation_Layer,0.0,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_driver,sub_driver,,sub driver classifier github aadl-smart parking application driver aadl driver driver impl ports driver info input driver out,comp.business,Business_Logic_Layer,0.10443830672717312,Business_Logic_Layer|Business_Logic_Layer,1,"[{""ra_id"": ""comp.business"", ""ra_name"": ""Business_Logic_Layer"", ""score"": 0.10443830672717312}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_hardware_comm,sub_hardwareComm,bus,sub hardware comm category bus classifier github aadl-smart parking application information service provider aadl information service provider hardware comm impl,comp.business,Business_Logic_Layer,0.03422646800752893,Data_Management_Layer|Data_Management_Layer,0,"[{""ra_id"": ""comp.business"", ""ra_name"": ""Business_Logic_Layer"", ""score"": 0.03422646800752893}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_vehicle_obe,sub_vehicleOBE,device,sub vehicle obe category device classifier github aadl-smart parking application smart parking system aadl smart parking system vehicle obe ports signal out parking data received,comp.business,Business_Logic_Layer,0.0934374048037475,Business_Logic_Layer|Business_Logic_Layer,1,"[{""ra_id"": ""comp.business"", ""ra_name"": ""Business_Logic_Layer"", ""score"": 0.0934374048037475}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_roadside_obe,sub_roadsideOBE,device,sub roadside obe category device classifier github aadl-smart parking application smart parking system aadl smart parking system roadside obe ports signal out parking data received,comp.business,Business_Logic_Layer,0.0934374048037475,Data_Management_Layer|Data_Management_Layer,0,"[{""ra_id"": ""comp.business"", ""ra_name"": ""Business_Logic_Layer"", ""score"": 0.0934374048037475}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_parking_manager,sub_parkingManager,process,sub parking manager category process classifier github aadl-smart parking application smart parking system aadl smart parking system parking manager ports signal out signal in,comp.business,Business_Logic_Layer,0.11478505317709393,Business_Logic_Layer|Business_Logic_Layer,1,"[{""ra_id"": ""comp.business"", ""ra_name"": ""Business_Logic_Layer"", ""score"": 0.11478505317709393}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_rse_electric_charge_support_provider,sub_RSE_ElectricChargeSupportProvider,process,sub rse electric charge support provider category process classifier github aadl-smart parking application rse aadl rse rse electric charge support provider ports rse ecsp data in rse ecsp data out,comp.data,Data_Management_Layer,0.10243668196710608,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.10243668196710608}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_rse_workzone_safety_provider,sub_RSE_WorkzoneSafetyProvider,process,sub rse workzone safety provider category process classifier github aadl-smart parking application rse aadl rse rse workzone safety provider ports rse wsp data in rse wsp data out,comp.data,Data_Management_Layer,0.09036411472753002,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.09036411472753002}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_rse_travel_information_communication_provider,sub_RSE_TravelInformationCommunicationProvider,process,sub rse travel information communication provider category process classifier github aadl-smart parking application rse aadl rse rse travel information communication provider ports rse ticp data in rse ticp data out,comp.data,Data_Management_Layer,0.08759196203652021,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.08759196203652021}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_rse_traffic_metering_provider,sub_RSE_TrafficMeteringProvider,process,sub rse traffic metering provider category process classifier github aadl-smart parking application rse aadl rse rse traffic metering provider ports rse tmp data in rse tmp data out,comp.data,Data_Management_Layer,0.09036411472753002,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.09036411472753002}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_rse_speed_management_provider,sub_RSE_SpeedManagementProvider,process,sub rse speed management provider category process classifier github aadl-smart parking application rse aadl rse rse speed management provider ports rse smp data in rse smp data out,comp.data,Data_Management_Layer,0.10640445233747273,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.10640445233747273}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_sub_tic,sub_TIC,processor,sub tic category processor classifier github aadl-smart parking application information service provider aadl information service provider tic impl ports bus access,comp.presentation,Presentation_Layer,0.03624172967545888,Data_Management_Layer|Data_Management_Layer|Data_Management_Layer|Data_Management_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.03624172967545888}]"
AADL-SmartParkingApplication_SmartParkingSystem_tispSys_impl_1.aaxl2,comp_collection,collection,memory,collection category memory classifier github aadl-smart parking application information service provider aadl information service provider data collection,comp.data,Data_Management_Layer,0.10333173936053736,Data_Management_Layer|Data_Management_Layer|Data_Management_Layer|Data_Management_Layer,1,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.10333173936053736}]"
AadlProjects_smartparking_RSEparkmgmt_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports personal loca vehicle paymt req conn vehicle data park avail veh paymt req,comp.data,Data_Management_Layer,0.07563370047812472,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.07563370047812472}]"
AadlProjects_smartparking_RSEparkmgmt_impl_1.aaxl2,comp_vehdata,vehdata,process,vehdata category process classifier github aadl projects smartpark smartparking aadl smartparking vehdata impl ports personal loca vehicle paymt req veh paymt req,comp.presentation,Presentation_Layer,0.0,Data_Management_Layer|Data_Management_Layer|Data_Management_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AadlProjects_smartparking_RSEparkmgmt_impl_1.aaxl2,comp_loc_identity,loc_identity,thread,loc identity category thread classifier github aadl projects smartpark smartparking aadl smartparking loc identity impl ports personal loca,comp.presentation,Presentation_Layer,0.0,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AadlProjects_smartparking_RSEparkmgmt_impl_1.aaxl2,comp_veh_paymt,veh_paymt,thread,veh paymt category thread classifier github aadl projects smartpark smartparking aadl smartparking veh paymt impl ports vehicle paymt req veh paymt req,comp.presentation,Presentation_Layer,0.0,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AadlProjects_smartparking_RSEparkmgmt_impl_1.aaxl2,comp_rsideparkcomm,Rsideparkcomm,process,rsideparkcomm category process classifier github aadl projects smartpark smartparking aadl smartparking rsideparkcomm impl ports conn vehicle data park avail,comp.data,Data_Management_Layer,0.07011219836780141,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.07011219836780141}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_parkmgmtsys,parkmgmtsys,system,parkmgmtsys category system classifier github aadl projects smartpark smartparking aadl smartparking parkmgmtsys impl ports vehicle paymt req conn vehicle data parking info park mgmt appl info driver info,comp.data,Data_Management_Layer,0.05646882429251833,Business_Logic_Layer,0,"[{""ra_id"": ""comp.data"", ""ra_name"": ""Data_Management_Layer"", ""score"": 0.05646882429251833}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_parkmgmt,parkmgmt,system,parkmgmt category system classifier github aadl projects smartpark smartparking aadl smartparking parkmgmt impl ports occupancy park spaces,comp.presentation,Presentation_Layer,0.0,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_dynparklot,dynparklot,process,dynparklot category process classifier github aadl projects smartpark smartparking aadl smartparking dynparklot impl ports occupancy,comp.presentation,Presentation_Layer,0.0,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_park_lot_occupancy,park_lot_occupancy,thread,park lot occupancy category thread classifier github aadl projects smartpark smartparking aadl smartparking park lot occupancy impl ports park occupancy,comp.business,Business_Logic_Layer,0.0214451933378245,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,1,"[{""ra_id"": ""comp.business"", ""ra_name"": ""Business_Logic_Layer"", ""score"": 0.0214451933378245}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_detectveh,detectveh,process,detectveh category process classifier github aadl projects smartpark smartparking aadl smartparking detectveh impl,comp.presentation,Presentation_Layer,0.0,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_manageparkreserv,manageparkreserv,process,manageparkreserv category process classifier github aadl projects smartpark smartparking aadl smartparking manageparkreserv impl ports park spaces,comp.presentation,Presentation_Layer,0.0,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_park_lot_spaces,park_lot_spaces,thread,park lot spaces category thread classifier github aadl projects smartpark smartparking aadl smartparking park lot spaces impl ports spaces,comp.business,Business_Logic_Layer,0.022613574001612156,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,1,"[{""ra_id"": ""comp.business"", ""ra_name"": ""Business_Logic_Layer"", ""score"": 0.022613574001612156}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_parkelecpaymt,parkelecpaymt,system,parkelecpaymt category system classifier github aadl projects smartpark smartparking aadl smartparking parkelecpaymt impl ports pay req capacity update,comp.presentation,Presentation_Layer,0.0,Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_billdriver,billdriver,process,billdriver category process classifier github aadl projects smartpark smartparking aadl smartparking billdriver impl ports pay req,comp.presentation,Presentation_Layer,0.0,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_parking_cost,parking_cost,thread,parking cost category thread classifier github aadl projects smartpark smartparking aadl smartparking parking cost impl ports pay req,comp.business,Business_Logic_Layer,0.05295184556532925,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,1,"[{""ra_id"": ""comp.business"", ""ra_name"": ""Business_Logic_Layer"", ""score"": 0.05295184556532925}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_updateparkdata,updateparkdata,process,updateparkdata category process classifier github aadl projects smartpark smartparking aadl smartparking updateparkdata impl ports capacity update,comp.presentation,Presentation_Layer,0.0,Data_Management_Layer|Data_Management_Layer|Data_Management_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
AadlProjects_smartparking_SmartParkingSystem_impl_1.aaxl2,comp_spaces,spaces,thread,spaces category thread classifier github aadl projects smartpark smartparking aadl smartparking spaces impl ports capacity update,comp.presentation,Presentation_Layer,0.0,Business_Logic_Layer|Business_Logic_Layer|Business_Logic_Layer,0,"[{""ra_id"": ""comp.presentation"", ""ra_name"": ""Presentation_Layer"", ""score"": 0.0}]"
